[0mPOST /api/items [33m400[0m 8.778 ms - 54[0m
::1 - - [24/Jun/2025:09:26:58 +0000] "POST /api/items HTTP/1.1" 400 54 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:09:27:07 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:09:28:30 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:09:29:23 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:09:34:45 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:09:35:07 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:07:53 +0000] "GET /api/items HTTP/1.1" 500 60 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:08:39 +0000] "GET /api/items HTTP/1.1" 500 60 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:14:13 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:15:18 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:15:29 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:15:39 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:15:54 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:16:37 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:16:43 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:28:51 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:28:55 +0000] "GET /api/items?limit=3&page=20&q=2 HTTP/1.1" 500 182 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:31:12 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:31:15 +0000] "GET /api/items?limit=3&page=20&q=2 HTTP/1.1" 500 182 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:31:42 +0000] "GET /api/items?limit=3&page=20&q=2 HTTP/1.1" 500 111 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:31:52 +0000] "GET /api/items HTTP/1.1" 200 924 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:31:55 +0000] "GET /api/items?limit=3&page=20&q=2 HTTP/1.1" 200 336 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:01 +0000] "GET /api/items?limit=3&page=20&q2= HTTP/1.1" 200 369 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:05 +0000] "GET /api/items?limit=3&paged=20 HTTP/1.1" 200 362 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:14 +0000] "GET /api/items?limit=3&paged=20 HTTP/1.1" 200 362 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:31 +0000] "GET /api/items?limit=3&paged=20 HTTP/1.1" 200 362 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:41 +0000] "GET /api/items?limit=3&paged=1 HTTP/1.1" 200 362 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:47 +0000] "GET /api/items?limit=3&page=10 HTTP/1.1" 200 358 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:32:55 +0000] "GET /api/items?limit=300&page=10 HTTP/1.1" 200 24730 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:33:01 +0000] "GET /api/items?limit=30&page=10 HTTP/1.1" 200 2538 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:33:07 +0000] "GET /api/items?limit=30&pages=10 HTTP/1.1" 200 2611 "-" "PostmanRuntime/7.44.1"
::1 - - [24/Jun/2025:10:33:13 +0000] "GET /api/items?limit=30&page=10&q2= HTTP/1.1" 200 2538 "-" "PostmanRuntime/7.44.1"
